x,Trapezoid,Simpson,Actual J0
0.0,3.141592653589793,3.141592653589793,1.0
0.01,3.1415141142643246,3.141514114264327,0.9999750001562495
0.02,3.141278502178327,3.1412785021783267,0.9999000024999721
0.03,3.140885835002526,3.1408858350025226,0.9997750126559338
0.04,3.1403361421864764,3.1403361421864857,0.9996000399982221
0.05,3.1396294649561534,3.1396294649561507,0.9993750976494685
0.06,3.1387658563104632,3.1387658563104637,0.999100202479751
0.07,3.1377453810168636,3.1377453810168494,0.9987753751051911
0.08,3.1365681156059377,3.136568115605938,0.9984006398862336
0.09,3.135234148365072,3.1352341483650736,0.997976024925619
0.1,3.1337435793310124,3.1337435793310138,0.99750156206604
0.11,3.13209652028162,3.13209652028162,0.9969772868874885
0.12,3.1302930947264827,3.130293094726472,0.9964032387042916
0.13,3.128333437896664,3.128333437896661,0.995779460561834
0.14,3.126217696733434,3.1262176967334443,0.9951059992329728
0.15,3.123946029876018,3.1239460298760133,0.99438290521414
0.16,3.121518607648362,3.121518607648358,0.9936102327211341
0.17,3.1189356120449667,3.1189356120449627,0.9927880396846039
0.18,3.1161972367157103,3.116197236715713,0.991916387745221
0.19,3.113303686949733,3.113303686949735,0.9909953422485444
0.2,3.110255179658292,3.1102551796583007,0.9900249722395763
0.21,3.107051943356743,3.1070519433567383,0.9890053504570099
0.22,3.103694218145458,3.1036942181454577,0.9879365533271691
0.23,3.1001822556898437,3.100182255689844,0.9868186609576419
0.24,3.0965163191993783,3.0965163191993916,0.9856517571306065
0.25,3.0926966834056926,3.092696683405693,0.9844359292958528
0.26,3.0887236345396363,3.088723634539637,0.9831712685634965
0.27,3.0845974703075094,3.084597470307511,0.9818578696963913
0.28,3.080318499866203,3.0803184998661983,0.9804958311022347
0.29,3.075887043797479,3.075887043797483,0.9790852548253719
0.3,3.0713034340812753,3.071303434081276,0.9776262465382961
0.31,3.066568014068034,3.066568014068032,0.9761189155328477
0.32,3.061681138450113,3.0616811384501053,0.9745633747111131
0.33,3.0566431732322594,3.056643173232262,0.9729597405760214
0.34,3.051454495701124,3.0514544957011256,0.9713081332216423
0.35000000000000003,3.0461154943938475,3.0461154943938493,0.9696086763231875
0.36,3.0406265690656964,3.0406265690656924,0.9678614971267102
0.37,3.0349881306567714,3.034988130656769,0.966066726438513
0.38,3.0292006012578425,3.029200601257837,0.9642244986142539
0.39,3.0232644140751472,3.0232644140751517,0.9623349515477638
0.4,3.0171800133943467,3.017180013394355,0.9603982266595634
0.41000000000000003,3.0109478545435704,3.010947854543574,0.9584144688850939
0.42,3.0045684038554725,3.0045684038554703,0.9563838266626494
0.43,2.99804213862843,2.9980421386284366,0.9543064519210239
0.44,2.991369547086825,2.9913695470868245,0.952182500066864
0.45,2.984551128340397,2.984551128340396,0.9500121299717358
0.46,2.977587392342726,2.977587392342731,0.9477955039589033
0.47000000000000003,2.9704788598487806,2.9704788598487735,0.9455327877898201
0.48,2.9632260623715747,2.9632260623715774,0.9432241506503379
0.49,2.955829542137975,2.9558295421379737,0.9408697651366255
0.5,2.948289852043571,2.9482898520435667,0.938469807240813
0.51,2.94060755560665,2.9406075556066518,0.9360244563363469
0.52,2.9327832269213725,2.932783226921376,0.933533895163072
0.53,2.9248174506099747,2.924817450609978,0.9309983098120259
0.54,2.9167108217741617,2.916710821774163,0.9284178897099647
0.55,2.908463945945613,2.9084639459456127,0.9257928276036064
0.56,2.9000774390356048,2.900077439035601,0.9231233195436018
0.5700000000000001,2.8915519272838126,2.8915519272838144,0.9204095648682317
0.58,2.8828880472062464,2.8828880472062486,0.9176517661868314
0.59,2.8740864455423,2.874086445542303,0.9148501293629451
0.6,2.865147779201003,2.865147779200997,0.9120048634972107
0.61,2.8560727152063996,2.856072715206397,0.9091161809099789
0.62,2.8468619306421292,2.8468619306421274,0.9061842971236629
0.63,2.8375161125951194,2.837516112595121,0.9032094308448253
0.64,2.8280359580985026,2.8280359580985053,0.900191803946002
0.65,2.8184221740736892,2.8184221740736795,0.8971316414472655
0.66,2.8086754772715974,2.8086754772715996,0.8940291714975267
0.67,2.7987965942131785,2.7987965942131745,0.8908846253555779
0.68,2.7887862611289753,2.7887862611289798,0.8876982373708832
0.6900000000000001,2.7786452238980135,2.7786452238980055,0.8844702449641093
0.7000000000000001,2.7683742379858205,2.768374237985821,0.8812008886074052
0.71,2.757974068381723,2.7579740683817207,0.877890411804433
0.72,2.747445489535277,2.747445489535276,0.874539061070143
0.73,2.7367892852919775,2.7367892852919717,0.8711470859103068
0.74,2.726006248828184,2.7260062488281833,0.8677147388008016
0.75,2.7150971825852728,2.7150971825852728,0.8642422751666485
0.76,2.7040628982030204,2.704062898203018,0.8607299533608133
0.77,2.6929042164522357,2.6929042164522365,0.857178034642761
0.78,2.681621967166667,2.681621967166667,0.8535867831567746
0.79,2.670216989174118,2.67021698917412,0.849956465910038
0.8,2.658690130226861,2.6586901302268635,0.8462873527504801
0.81,2.647042246931311,2.647042246931307,0.84257971634439
0.8200000000000001,2.635274204676947,2.6352742046769464,0.8388338321537985
0.8300000000000001,2.6233868775645757,2.623386877564576,0.8350499784136308
0.84,2.611381148333819,2.61138114833382,0.8312284361086343
0.85,2.5992579082899048,2.5992579082899065,0.8273694889500772
0.86,2.5870180572297956,2.5870180572298,0.8234734233522281
0.87,2.5746625033675934,2.574662503367594,0.819540528408612
0.88,2.562192163259241,2.562192163259235,0.815571095868049
0.89,2.549607961726576,2.54960796172658,0.8115654201104741
0.9,2.5369108317807125,2.5369108317807103,0.8075237981225448
0.91,2.524101714544697,2.5241017145447002,0.8034465294730333
0.92,2.5111815591755735,2.5111815591755753,0.7993339162880118
0.93,2.4981513227857715,2.4981513227857732,0.7951862632258245
0.9400000000000001,2.4850119703638005,2.4850119703638023,0.791003877451859
0.9500000000000001,2.471764474694396,2.471764474694394,0.7867870686131099
0.96,2.45840981627793,2.458409816277928,0.7825361488125407
0.97,2.4449489832492715,2.4449489832492737,0.7782514325832501
0.98,2.431382971296,2.431382971296,0.7739332368624362
0.99,2.417712783575987,2.4177127835759875,0.7695818809651686
1.0,2.4039394306344155,2.403939430634413,0.7651976865579665
1.01,2.390063930320139,2.3900639303201485,0.7607809776321884
1.02,2.376087307701554,2.3760873077015554,0.7563320804772314
1.03,2.362010594981743,2.3620105949817387,0.7518513236535453
1.04,2.3478348314131696,2.3478348314131634,0.7473390379654652
1.05,2.333561063211764,2.3335610632117585,0.7427955564338601
1.06,2.3191903434703836,2.319190343470385,0.7382212142686053
1.07,2.304723732071871,2.3047237320718676,0.7336163488408786
1.08,2.2901622956013665,2.290162295601367,0.7289812996552792
1.09,2.2755071072582496,2.2755071072582496,0.7243164083217809
1.1,2.260759246767487,2.2607592467674844,0.7196220185275108
1.11,2.24591980029042,2.2459198002904213,0.7148984760083659
1.12,2.2309898603351153,2.2309898603351157,0.7101461285204618
1.1300000000000001,2.2159705256661426,2.2159705256661373,0.7053653258114237
1.1400000000000001,2.2008629012138714,2.2008629012138736,0.7005564195915154
1.1500000000000001,2.1856680979833194,2.1856680979833274,0.695719763504613
1.16,2.1703872329624394,2.1703872329624354,0.6908557130990248
1.17,2.1550214290299703,2.1550214290299725,0.6859646257981594
1.18,2.1395718148628613,2.1395718148628577,0.6810468608710438
1.19,2.1240395248431563,2.124039524843157,0.6761027794026978
1.2,2.1084256989644765,2.108425698964477,0.6711327442643624
1.21,2.0927314827380634,2.0927314827380608,0.6661371200835878
1.22,2.076958027098336,2.0769580270983394,0.6611162732141822
1.23,2.0611064883081007,2.0611064883081025,0.656070571706025
